   15.4857750       3.22876945E-02   6.45753890E-02
   1.42065859       3.58062820E-03  -3.77913169E-03   1.78660813E-03   6.23583933E-03
   1.45294631      -2.29688035E-03  -9.73927509E-03   2.55581201E-03   4.16305196E-03
   1.48523402       5.80828229E-04  -1.70083344E-02   1.45160814E-03   7.90736638E-03
   1.51752162      -1.95586085E-02   1.12652499E-02   6.13077451E-03   4.94469656E-03
   1.54980934       1.02313738E-02  -1.62096191E-02   5.97336004E-03   7.11815385E-03
   1.58209705      -1.43738221E-02   6.70315092E-03   8.71684402E-03   7.16743572E-03
   1.61438477       4.93225828E-02  -1.13791227E-02   2.65894886E-02   4.87851771E-03
   1.64667249       5.06694894E-03   4.65642959E-02   7.49764126E-03   2.53054574E-02
   1.67896008      -4.13689911E-02  -3.98409599E-03   2.26071347E-02   1.74901169E-02
   1.71124780       1.06208678E-02   3.68288346E-02   6.65137405E-03   2.21228264E-02
   1.74353552       2.05299165E-02  -1.84376035E-02   1.34411315E-02   1.08343111E-02
   1.77582324      -2.88540567E-03  -1.04108285E-02   3.05430847E-03   9.22684558E-03
   1.80811095      -2.19796188E-02   3.25851925E-02   1.31726526E-02   2.10176390E-02
   1.84039867      -1.32413814E-02  -1.89097337E-02   1.39099648E-02   1.16564529E-02
   1.87268627       1.47793647E-02   6.84579322E-03   8.89614318E-03   6.03292743E-03
   1.90497398       1.62899843E-03  -2.28385185E-03   4.70772758E-03   2.80399155E-03
   1.93726170      -3.93172447E-03  -9.29684564E-03   1.96756632E-03   4.48172353E-03
   1.96954942       5.35277985E-02   6.47365069E-03   2.63033621E-02   5.10392943E-03
   2.00183702      -1.80118100E-03  -2.24505346E-02   3.33352271E-03   1.37673514E-02
   2.03412461       1.73104019E-03  -4.30922629E-03   3.71484482E-03   3.64132645E-03
   2.06641245       1.47277853E-02   2.32489482E-02   9.08862613E-03   1.30222840E-02
   2.09870005      -4.46620397E-03  -9.09355842E-03   3.32398270E-03   3.73891927E-03
   2.13098764      -2.40805801E-02   8.27057473E-03   1.41078383E-02   4.87198727E-03
   2.16327548       9.47801117E-03  -3.31988349E-03   7.83868413E-03   4.10968438E-03
   2.19556308       5.54035185E-04   2.60363165E-02   2.56160228E-03   1.49501711E-02
   2.22785091      -1.75996721E-02  -8.51756427E-03   9.60537046E-03   5.18202316E-03
   2.26013851       8.23696051E-03   1.07846642E-02   6.01511309E-03   8.13489780E-03
   2.29242611       1.69219635E-02  -1.49235374E-03   1.01693058E-02   2.32993951E-03
   2.32471395      -4.12667543E-03  -5.43672126E-04   3.18840472E-03   4.04759403E-03
   2.35700154      -5.83538646E-03   1.16640255E-02   3.96187650E-03   8.27397220E-03
   2.38928938       1.24394475E-03  -1.43232867E-02   4.56837518E-03   1.03220493E-02
   2.42157698       4.04346222E-03   1.93990301E-02   2.77115661E-03   1.56189175E-02
   2.45386457       1.20255621E-02  -9.98761784E-03   7.88387936E-03   7.76526378E-03
   2.48615241      -8.68570805E-03  -1.56642813E-02   7.51939090E-03   9.03020799E-03
   2.51844001       1.05943102E-02   9.32849478E-03   5.94950747E-03   4.37008543E-03
   2.55072784      -8.00295360E-03  -3.89850186E-03   5.18332189E-03   4.90870094E-03
   2.58301544       2.10760031E-02   1.29895918E-02   1.26570826E-02   8.55068024E-03
   2.61530304       2.02538166E-03   7.97861503E-05   2.64670583E-03   3.01388581E-03
   2.64759088      -1.25956675E-02  -1.19047016E-02   8.57915822E-03   9.60948318E-03
   2.67987847       2.64444831E-03  -5.13285864E-03   2.48460635E-03   4.29257331E-03
   2.71216631      -1.09362733E-02  -5.43282740E-03   5.64816454E-03   3.30561353E-03
   2.74445391       1.91005114E-02   1.74367558E-02   1.16642416E-02   1.13530112E-02
   2.77674174      -2.76054740E-02  -7.52512505E-03   1.68581605E-02   6.08233083E-03
   2.80902934       4.31226054E-03   4.60687373E-03   4.85851848E-03   2.51642428E-03
   2.84131694      -1.17638772E-02  -2.46456545E-02   9.09439661E-03   1.54939070E-02
   2.87360477       5.94965881E-03   6.05419325E-03   6.65453123E-03   5.91847999E-03
   2.90589237      -1.71893258E-02  -1.80440377E-02   1.18035739E-02   1.35426000E-02
   2.93818021       5.30923065E-03   1.98783702E-03   3.59947165E-03   6.29201997E-03
   2.97046781       1.73757169E-02  -3.13569419E-03   1.28816273E-02   6.91495603E-03
   3.00275540      -8.68010707E-03   5.83781395E-03   6.42841216E-03   4.71715396E-03
   3.03504324      -2.56937146E-02  -5.85980015E-03   1.70023125E-02   3.68425972E-03
   3.06733084       8.11151136E-03  -3.10052722E-03   4.63126460E-03   5.23408456E-03
   3.09961867       3.67674790E-03   1.91308688E-02   5.63154928E-03   1.33036859E-02
